seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	40723384	40723678	295	*	X00360	10269	40723722	40759856	36135	+	43	upstream	43	ZMPSTE24
chr1	40723826	40724046	221	*	X00361	10269	40723722	40759856	36135	+	0	inside	103	ZMPSTE24
chr1	40839149	40839162	14	*	X00362	64744	40839378	40888998	49621	+	215	upstream	215	SMAP2
chr1	40915749	40915816	68	*	X00364	65243	40915774	40929390	13617	+	0	overlapStart	0	ZFP69B
chr1	40915923	40915952	30	*	X00365	65243	40915774	40929390	13617	+	0	inside	148	ZFP69B
chr1	40974245	40974255	11	*	X00366	64789	40974433	40982214	7782	+	177	upstream	177	EXO5
chr1	40974268	40974603	336	*	X00367	64789	40974433	40982214	7782	+	0	overlapStart	0	EXO5
chr1	41157254	41157271	18	*	X00368	4802	41157242	41237276	80035	+	0	inside	11	NFYC
chr1	41157304	41157561	258	*	X00369	4802	41157242	41237276	80035	+	0	inside	61	NFYC
chr1	41157807	41157983	177	*	X00370	100130557	41154752	41157933	3182	-	0	overlapStart	0	NFYC-AS1
chr1	41249183	41249296	114	*	X00371	9132	41249684	41306124	56441	+	387	upstream	387	KCNQ4
chr1	43123975	43124161	187	*	X00380	10465	43124048	43142429	18382	+	0	overlapStart	0	PPIH
chr1	43424729	43424800	72	*	X00382	440584	43424720	43449029	24310	+	0	inside	8	SLC2A1-AS1
chr1	43424729	43424800	72	*	X00382	6513	43391046	43424847	33802	-	0	inside	46	SLC2A1
chr1	43996372	43996506	135	*	X00384	5792	43996547	44089343	92797	+	40	upstream	40	PTPRF
chr1	44399176	44399222	47	*	X00389	9048	44398992	44402912	3921	+	0	inside	183	ARTN
chr1	44870767	44871018	252	*	X00391	55182	44870960	45117396	246437	+	0	overlapStart	0	RNF220
chr1	44871035	44871051	17	*	X00392	55182	44870960	45117396	246437	+	0	inside	74	RNF220
chr1	44871104	44871143	40	*	X00393	55182	44870960	45117396	246437	+	0	inside	143	RNF220
chr1	45241076	45241573	498	*	X00402	26811	45241537	45241610	74	+	0	overlapStart	0	SNORD55
chr1	45241076	45241573	498	*	X00402	6202	45241246	45244412	3167	+	0	overlapStart	0	RPS8
chr1	45241076	45241573	498	*	X00402	94161	45242164	45242261	98	+	590	upstream	590	SNORD46
chr1	45241076	45241573	498	*	X00402	94162	45243514	45243584	71	+	1940	upstream	1940	SNORD38A
chr1	45452137	45452446	310	*	X00404	8891	45316194	45452394	136201	-	0	overlapStart	0	EIF2B3
chr1	45672044	45672188	145	*	X00407	57643	45482076	45672250	190175	-	0	inside	61	ZSWIM5
chr1	45672203	45672319	117	*	X00408	57643	45482076	45672250	190175	-	0	overlapStart	0	ZSWIM5
chr1	45805844	45805881	38	*	X00410	4595	45794914	45806142	11229	-	0	inside	260	MUTYH
chr1	45965714	45965735	22	*	X00411	126661	45959598	45965751	6154	-	0	inside	15	CCDC163
chr1	45965714	45965735	22	*	X00411	25974	45965856	45976739	10884	+	120	upstream	120	MMACHC
chr1	46049609	46049628	20	*	X00413	4678	46049660	46084578	34919	+	31	upstream	31	NASP
chr1	46049734	46049960	227	*	X00414	4678	46049660	46084578	34919	+	0	inside	73	NASP
chr1	46152131	46152206	76	*	X00416	51249	46153847	46160108	6262	+	1640	upstream	1640	TMEM69
chr1	46152131	46152206	76	*	X00416	60313	46092976	46152302	59327	-	0	inside	95	GPBP1L1
chr1	46153625	46153997	373	*	X00417	51249	46153847	46160108	6262	+	0	overlapStart	0	TMEM69
chr1	46153625	46153997	373	*	X00417	60313	46092976	46152302	59327	-	1322	upstream	1322	GPBP1L1
chr1	46269312	46269374	63	*	X00418	23139	46269285	46501796	232512	+	0	inside	26	MAST2
chr1	46269388	46269404	17	*	X00419	23139	46269285	46501796	232512	+	0	inside	102	MAST2
chr1	46668788	46668933	146	*	X00422	541468	46669006	46686928	17923	+	72	upstream	72	LURAP1
chr1	46713310	46713438	129	*	X00423	8438	46713367	46744145	30779	+	0	overlapStart	0	RAD54L
chr1	46768803	46769129	327	*	X00424	10489	46744072	46769038	24967	-	0	overlapStart	0	LRRC41
chr1	46768803	46769129	327	*	X00424	7388	46769380	46782447	13068	+	250	upstream	250	UQCRH
chr1	46769204	46769229	26	*	X00425	10489	46744072	46769038	24967	-	165	upstream	165	LRRC41
chr1	46769204	46769229	26	*	X00425	7388	46769380	46782447	13068	+	150	upstream	150	UQCRH
chr1	46769243	46769258	16	*	X00426	10489	46744072	46769038	24967	-	204	upstream	204	LRRC41
chr1	46769243	46769258	16	*	X00426	7388	46769380	46782447	13068	+	121	upstream	121	UQCRH
chr1	46859840	46860037	198	*	X00428	2166	46859939	46879520	19582	+	0	overlapStart	0	FAAH
chr1	47133887	47134291	405	*	X00432	64756	47100711	47134099	33389	-	0	overlapStart	0	ATPAF1
chr1	47799328	47799431	104	*	X00433	51727	47799469	47844511	45043	+	37	upstream	37	CMPK1
chr1	47799533	47799646	114	*	X00434	51727	47799469	47844511	45043	+	0	inside	63	CMPK1
chr1	48937649	48937684	36	*	X00436	54558	48761044	48937876	176833	-	0	inside	191	SPATA6
chr1	49242318	49242387	70	*	X00437	79656	49193540	49242547	49008	-	0	inside	159	BEND5
chr1	49242431	49242506	76	*	X00438	79656	49193540	49242547	49008	-	0	inside	40	BEND5
chr1	49242532	49242567	36	*	X00439	79656	49193540	49242547	49008	-	0	overlapStart	0	BEND5
chr1	49242754	49242778	25	*	X00440	79656	49193540	49242547	49008	-	206	upstream	206	BEND5
chr1	51433792	51433811	20	*	X00441	1031	51433608	51440309	6702	+	0	inside	183	CDKN2C
chr1	51433865	51433884	20	*	X00442	1031	51433608	51440309	6702	+	0	inside	256	CDKN2C
chr1	52344272	52344391	120	*	X00449	4898	52254866	52344609	89744	-	0	inside	217	NRDC
chr1	52520759	52520778	20	*	X00450	91408	52521857	52556388	34532	+	1078	upstream	1078	BTF3L4
chr1	52520817	52520870	54	*	X00451	91408	52521857	52556388	34532	+	986	upstream	986	BTF3L4
chr1	52607748	52607802	55	*	X00452	9372	52607766	52812358	204593	+	0	overlapStart	0	ZFYVE9
chr1	52831670	52831875	206	*	X00454	200014	52816265	52831877	15613	-	0	inside	1	CC2D1B
chr1	53192171	53192299	129	*	X00457	79699	53192131	53293013	100883	+	0	inside	39	ZYG11B
chr1	53308203	53308262	60	*	X00458	440590	53308183	53360247	52065	+	0	inside	19	ZYG11A
chr1	53308275	53308942	668	*	X00459	440590	53308183	53360247	52065	+	0	inside	91	ZYG11A
chr1	53392980	53393130	151	*	X00461	55268	53361582	53392851	31270	-	128	upstream	128	ECHDC2
chr1	53392980	53393130	151	*	X00461	6342	53392901	53517289	124389	+	0	inside	78	SCP2
chr1	53685896	53686466	571	*	X00463	54987	53679772	53686289	6518	-	0	overlapStart	0	CZIB
chr1	53704124	53704271	148	*	X00464	100507564	53704282	53708455	4174	+	10	upstream	10	LOC100507564
chr1	53704124	53704271	148	*	X00464	4116	53692564	53704282	11719	-	0	inside	10	MAGOH
chr1	54304000	54304181	182	*	X00469	55706	54231134	54304225	73092	-	0	inside	43	NDC1
chr1	54411249	54411370	122	*	X00470	115353	54411999	54433841	21843	+	628	upstream	628	LRRC42
chr1	54411249	54411370	122	*	X00470	51668	54387234	54411288	24055	-	0	overlapStart	0	HSPB11
chr1	54411739	54411756	18	*	X00471	115353	54411999	54433841	21843	+	242	upstream	242	LRRC42
chr1	54411739	54411756	18	*	X00471	51668	54387234	54411288	24055	-	450	upstream	450	HSPB11
chr1	54411774	54411787	14	*	X00472	115353	54411999	54433841	21843	+	211	upstream	211	LRRC42
chr1	54411774	54411787	14	*	X00472	51668	54387234	54411288	24055	-	485	upstream	485	HSPB11
chr1	54411820	54411848	29	*	X00473	115353	54411999	54433841	21843	+	150	upstream	150	LRRC42
chr1	54411820	54411848	29	*	X00473	51668	54387234	54411288	24055	-	531	upstream	531	HSPB11
chr1	54412065	54412065	1	*	X00474	115353	54411999	54433841	21843	+	0	inside	65	LRRC42
chr1	54412065	54412065	1	*	X00474	51668	54387234	54411288	24055	-	776	upstream	776	HSPB11
chr1	54412089	54412134	46	*	X00475	115353	54411999	54433841	21843	+	0	inside	89	LRRC42
chr1	54412089	54412134	46	*	X00475	51668	54387234	54411288	24055	-	800	upstream	800	HSPB11
chr1	55181320	55181723	404	*	X00478	7268	55181495	55208328	26834	+	0	overlapStart	0	TTC4
chr1	55352822	55352861	40	*	X00480	1718	55315300	55352921	37622	-	0	inside	59	DHCR24
chr1	55680953	55681372	420	*	X00481	100507634	55681081	55683128	2048	+	0	overlapStart	0	LOC100507634
chr1	55680953	55681372	420	*	X00481	23358	55532032	55681039	149008	-	0	overlapStart	0	USP24
chr1	57044912	57045176	265	*	X00482	8613	56960419	57045257	84839	-	0	inside	80	PLPP3
chr1	59012263	59012335	73	*	X00483	115209	58939504	59012446	72943	-	0	inside	110	OMA1
chr1	59012263	59012335	73	*	X00483	1600	57463579	59012446	1548868	-	0	inside	110	DAB1
chr1	59012347	59012363	17	*	X00484	115209	58939504	59012446	72943	-	0	inside	82	OMA1
chr1	59012347	59012363	17	*	X00484	1600	57463579	59012446	1548868	-	0	inside	82	DAB1
chr1	59012559	59012608	50	*	X00485	115209	58939504	59012446	72943	-	112	upstream	112	OMA1
chr1	59012559	59012608	50	*	X00485	1600	57463579	59012446	1548868	-	112	upstream	112	DAB1
chr1	59042881	59042886	6	*	X00487	4070	59041095	59043166	2072	-	0	inside	279	TACSTD2
chr1	59042945	59042993	49	*	X00488	4070	59041095	59043166	2072	-	0	inside	172	TACSTD2
chr1	59043093	59043205	113	*	X00489	4070	59041095	59043166	2072	-	0	overlapStart	0	TACSTD2
chr1	59043293	59043319	27	*	X00490	4070	59041095	59043166	2072	-	126	upstream	126	TACSTD2
chr1	59165635	59165800	166	*	X00491	114803	59120411	59165747	45337	-	0	overlapStart	0	MYSM1
chr1	59250635	59250893	259	*	X00494	100131060	59250823	59365384	114562	+	0	overlapStart	0	LINC01135
chr1	59250635	59250893	259	*	X00494	3725	59246463	59249785	3323	-	849	upstream	849	JUN
chr1	59762143	59762296	154	*	X00495	55277	59762625	60228402	465778	+	328	upstream	328	FGGY
chr1	59762602	59762689	88	*	X00496	55277	59762625	60228402	465778	+	0	overlapStart	0	FGGY
chr1	59762708	59762800	93	*	X00497	55277	59762625	60228402	465778	+	0	inside	82	FGGY
chr1	61542539	61542616	78	*	X00499	4774	61542946	61928460	385515	+	329	upstream	329	NFIA
chr1	61542769	61542798	30	*	X00500	4774	61542946	61928460	385515	+	147	upstream	147	NFIA
chr1	62190631	62190915	285	*	X00504	83941	62146719	62191095	44377	-	0	inside	179	TM2D1
chr1	62901797	62902068	272	*	X00505	7398	62901975	62917475	15501	+	0	overlapStart	0	USP1
chr1	63153737	63153754	18	*	X00508	85440	62920397	63154039	233643	-	0	inside	284	DOCK7
chr1	63153809	63153849	41	*	X00509	85440	62920397	63154039	233643	-	0	inside	189	DOCK7
chr1	63153995	63154300	306	*	X00510	85440	62920397	63154039	233643	-	0	overlapStart	0	DOCK7
chr1	63249673	63249918	246	*	X00511	84938	63249777	63330941	81165	+	0	overlapStart	0	ATG4C
chr1	63782730	63782744	15	*	X00512	199899	63624754	63782901	158148	-	0	inside	156	LINC00466
chr1	63833272	63833533	262	*	X00513	29929	63833261	63904233	70973	+	0	inside	10	ALG6
chr1	65720190	65720344	155	*	X00519	9829	65720148	65881552	161405	+	0	inside	41	DNAJC6
chr1	65886359	65886373	15	*	X00522	3953	65886131	66103176	217046	+	0	inside	227	LEPR
chr1	65886359	65886373	15	*	X00522	54741	65886131	65901690	15560	+	0	inside	227	LEPROT
chr1	65886386	65886615	230	*	X00523	3953	65886131	66103176	217046	+	0	inside	254	LEPR
chr1	65886386	65886615	230	*	X00523	54741	65886131	65901690	15560	+	0	inside	254	LEPROT
chr1	67519889	67519932	44	*	X00526	23169	67465015	67520080	55066	-	0	inside	147	SLC35D1
chr1	67773011	67773043	33	*	X00527	3595	67773047	67862583	89537	+	3	upstream	3	IL12RB2
chr1	67895959	67896146	188	*	X00528	26135	67873493	67896123	22631	-	0	overlapStart	0	SERBP1
chr1	67896188	67896228	41	*	X00529	26135	67873493	67896123	22631	-	64	upstream	64	SERBP1
chr1	68297655	68297676	22	*	X00530	100289178	68297971	68668670	370700	+	294	upstream	294	GNG12-AS1
chr1	68297803	68298064	262	*	X00531	100289178	68297971	68668670	370700	+	0	overlapStart	0	GNG12-AS1
chr1	68698229	68698256	28	*	X00534	79971	68564142	68698284	134143	-	0	inside	27	WLS
chr1	68698090	68698161	72	*	X00535	79971	68564142	68698284	134143	-	0	inside	122	WLS
chr1	68962659	68962777	119	*	X00536	55635	68939835	68962799	22965	-	0	inside	21	DEPDC1
chr1	70032923	70032950	28	*	X00537	57554	70032868	70589171	556304	+	0	inside	54	LRRC7
chr1	70032992	70033007	16	*	X00538	57554	70032868	70589171	556304	+	0	inside	123	LRRC7
chr1	70033040	70033110	71	*	X00539	57554	70032868	70589171	556304	+	0	inside	171	LRRC7
chr1	70033144	70033180	37	*	X00540	57554	70032868	70589171	556304	+	0	inside	275	LRRC7
chr1	70671215	70671258	44	*	X00541	55631	70610485	70671361	60877	-	0	inside	102	LRRC40
chr1	70671215	70671258	44	*	X00541	9295	70671365	70717701	46337	+	106	upstream	106	SRSF11
chr1	70671271	70671307	37	*	X00542	55631	70610485	70671361	60877	-	0	inside	53	LRRC40
chr1	70671271	70671307	37	*	X00542	9295	70671365	70717701	46337	+	57	upstream	57	SRSF11
chr1	70671399	70671491	93	*	X00543	55631	70610485	70671361	60877	-	37	upstream	37	LRRC40
chr1	70671399	70671491	93	*	X00543	9295	70671365	70717701	46337	+	0	inside	33	SRSF11
chr1	70820219	70820604	386	*	X00546	11147	70820493	70833705	13213	+	0	overlapStart	0	HHLA3
chr1	70820219	70820604	386	*	X00546	81573	70724685	70820417	95733	-	0	overlapStart	0	ANKRD13C
chr1	70820825	70820872	48	*	X00547	81573	70724685	70820417	95733	-	407	upstream	407	ANKRD13C
chr1	70876897	70877043	147	*	X00548	1491	70876901	70905534	28634	+	0	overlapStart	0	CTH
chr1	71513427	71513526	100	*	X00549	5733	71318036	71513491	195456	-	0	overlapStart	0	PTGER3
chr1	71513553	71513641	89	*	X00550	5733	71318036	71513491	195456	-	61	upstream	61	PTGER3
chr1	72749178	72749592	415	*	X00551	257194	71868625	72748405	879781	-	772	upstream	772	NEGR1
chr1	74663900	74664113	214	*	X00552	100526835	74663896	75010116	346221	+	0	inside	3	FPGT-TNNI3K
chr1	74663900	74664113	214	*	X00552	127255	74491702	74663871	172170	-	28	upstream	28	LRRIQ3
chr1	74663900	74664113	214	*	X00552	8790	74663896	74674148	10253	+	0	inside	3	FPGT
chr1	75198695	75199108	414	*	X00553	127253	75198836	75232360	33525	+	0	overlapStart	0	TYW3
chr1	75198695	75199108	414	*	X00553	1429	75171172	75199092	27921	-	0	overlapStart	0	CRYZ
chr1	76190168	76190552	385	*	X00557	34	76190043	76229355	39313	+	0	inside	124	ACADM
chr1	76251877	76252092	216	*	X00558	26805	76253574	76253657	84	+	1481	upstream	1481	SNORD45A
chr1	76251877	76252092	216	*	X00558	5876	76251879	76260775	8897	+	0	overlapStart	0	RABGGTB
chr1	76251877	76252092	216	*	X00558	692085	76252757	76252834	78	+	664	upstream	664	SNORD45C
chr1	76251794	76251837	44	*	X00559	26805	76253574	76253657	84	+	1736	upstream	1736	SNORD45A
chr1	76251794	76251837	44	*	X00559	5876	76251879	76260775	8897	+	41	upstream	41	RABGGTB
chr1	76251794	76251837	44	*	X00559	692085	76252757	76252834	78	+	919	upstream	919	SNORD45C
chr1	77685148	77685170	23	*	X00560	10026	77554667	77685132	130466	-	15	upstream	15	PIGK
chr1	78149259	78149278	20	*	X00563	26009	78030190	78149104	118915	-	154	upstream	154	ZZZ3
chr1	78445193	78445210	18	*	X00564	11080	78444934	78482995	38062	+	0	inside	258	DNAJB4
chr1	78445193	78445210	18	*	X00564	8880	78412167	78444777	32611	-	415	upstream	415	FUBP1
chr1	84543263	84543651	389	*	X00565	5567	84543745	84704181	160437	+	93	upstream	93	PRKACB
chr1	84543713	84543823	111	*	X00566	5567	84543745	84704181	160437	+	0	overlapStart	0	PRKACB
chr1	84764146	84764302	157	*	X00567	148418	84764049	84816481	52433	+	0	inside	96	SAMD13
chr1	84764338	84764365	28	*	X00568	148418	84764049	84816481	52433	+	0	inside	288	SAMD13
chr1	84944927	84944960	34	*	X00571	80135	84944920	84964033	19114	+	0	inside	6	RPF1
chr1	84944980	84945177	198	*	X00572	80135	84944920	84964033	19114	+	0	inside	59	RPF1
chr1	85725353	85725364	12	*	X00574	148423	85715637	85725355	9719	-	0	overlapStart	0	C1orf52
chr1	87380371	87380465	95	*	X00578	9403	87328128	87380107	51980	-	263	upstream	263	SELENOF
chr1	87380371	87380465	95	*	X00578	9653	87380335	87575681	195347	+	0	inside	35	HS2ST1
chr1	87380483	87380524	42	*	X00579	9403	87328128	87380107	51980	-	375	upstream	375	SELENOF
chr1	87380483	87380524	42	*	X00579	9653	87380335	87575681	195347	+	0	inside	147	HS2ST1
chr1	87380547	87380583	37	*	X00580	9403	87328128	87380107	51980	-	439	upstream	439	SELENOF
chr1	87380547	87380583	37	*	X00580	9653	87380335	87575681	195347	+	0	inside	211	HS2ST1
chr1	87380601	87380636	36	*	X00581	9403	87328128	87380107	51980	-	493	upstream	493	SELENOF
chr1	87380601	87380636	36	*	X00581	9653	87380335	87575681	195347	+	0	inside	265	HS2ST1
chr1	87381175	87381268	94	*	X00582	9403	87328128	87380107	51980	-	1067	upstream	1067	SELENOF
chr1	87381374	87381427	54	*	X00583	9403	87328128	87380107	51980	-	1266	upstream	1266	SELENOF
chr1	89150016	89150035	20	*	X00585	5586	89149922	89301938	152017	+	0	inside	93	PKN2
chr1	89357057	89357405	349	*	X00586	2959	89318321	89357301	38981	-	0	overlapStart	0	GTF2B
chr1	89458123	89458357	235	*	X00587	494115	89445139	89458643	13505	-	0	inside	285	RBMXL1
chr1	89458123	89458357	235	*	X00587	56267	89401456	89458643	57188	-	0	inside	285	KYAT3
chr1	89458873	89458931	59	*	X00588	494115	89445139	89458643	13505	-	229	upstream	229	RBMXL1
chr1	89458873	89458931	59	*	X00588	56267	89401456	89458643	57188	-	229	upstream	229	KYAT3
chr1	90460607	90461080	474	*	X00589	284695	90460678	90494094	33417	+	0	overlapStart	0	ZNF326
chr1	90460607	90461080	474	*	X00589	492303	90458824	90460525	1702	-	81	upstream	81	GEMIN8P4
chr1	90461102	90461166	65	*	X00590	492303	90458824	90460525	1702	-	576	upstream	576	GEMIN8P4
chr1	91487537	91487767	231	*	X00591	84146	91380857	91487812	106956	-	0	inside	44	ZNF644
chr1	92764207	92764575	369	*	X00593	11146	92711955	92764566	52612	-	0	overlapStart	0	GLMN
chr1	92764207	92764575	369	*	X00593	79871	92764522	92853732	89211	+	0	overlapStart	0	RPAP2
chr1	92764628	92764646	19	*	X00594	11146	92711955	92764566	52612	-	61	upstream	61	GLMN
chr1	92764628	92764646	19	*	X00594	79871	92764522	92853732	89211	+	0	inside	105	RPAP2
chr1	93297407	93297960	554	*	X00598	6125	93297594	93307481	9888	+	0	overlapStart	0	RPL5
chr1	93544538	93544986	449	*	X00599	22823	93544792	93604638	59847	+	0	overlapStart	0	MTF2
chr1	93811151	93811588	438	*	X00600	100131564	93775666	93811368	35703	-	0	overlapStart	0	CCDC18-AS1
chr1	93811151	93811588	438	*	X00600	1810	93811478	93828148	16671	+	0	overlapStart	0	DR1
chr1	93913674	93913689	16	*	X00601	54874	93913688	94020218	106531	+	0	overlapStart	0	FNBP1L
chr1	93913716	93913812	97	*	X00602	54874	93913688	94020218	106531	+	0	inside	27	FNBP1L
chr1	94312817	94312865	49	*	X00605	8412	94027343	94312706	285364	-	110	upstream	110	BCAR3
chr1	94312896	94313158	263	*	X00606	8412	94027343	94312706	285364	-	189	upstream	189	BCAR3
chr1	94313254	94313314	61	*	X00607	8412	94027343	94312706	285364	-	547	upstream	547	BCAR3
chr1	94344639	94344835	197	*	X00608	30836	94335014	94344762	9749	-	0	overlapStart	0	DNTTIP2
chr1	94344856	94344912	57	*	X00609	30836	94335014	94344762	9749	-	93	upstream	93	DNTTIP2
chr1	94374939	94375094	156	*	X00610	2730	94352590	94375012	22423	-	0	overlapStart	0	GCLM
chr1	94883964	94884014	51	*	X00620	5825	94883933	94984219	100287	+	0	inside	30	ABCD3
chr1	95538173	95538298	126	*	X00622	199857	95448279	95538507	90229	-	0	inside	208	ALG14
chr1	95538335	95538724	390	*	X00623	199857	95448279	95538507	90229	-	0	overlapStart	0	ALG14
chr1	95538760	95538822	63	*	X00624	199857	95448279	95538507	90229	-	252	upstream	252	ALG14
chr1	95699707	95699906	200	*	X00625	25950	95699711	95712781	13071	+	0	overlapStart	0	RWDD3
chr1	100503449	100503582	134	*	X00629	64645	100503789	100548929	45141	+	206	upstream	206	MFSD14A
chr1	100503651	100503832	182	*	X00630	64645	100503789	100548929	45141	+	0	overlapStart	0	MFSD14A
chr1	100598502	100598540	39	*	X00631	163786	100549102	100598511	49410	-	0	overlapStart	0	SASS6
chr1	100598502	100598540	39	*	X00631	54482	100598706	100616054	17349	+	165	upstream	165	TRMT13
chr1	100731599	100731609	11	*	X00632	8634	100731714	100758325	26612	+	104	upstream	104	RTCA
chr1	100731639	100731720	82	*	X00633	8634	100731714	100758325	26612	+	0	overlapStart	0	RTCA
chr1	100731873	100731897	25	*	X00634	8634	100731714	100758325	26612	+	0	inside	158	RTCA
chr1	101361695	101361751	57	*	X00635	148867	101361632	101447311	85680	+	0	inside	62	SLC30A7
chr1	101361695	101361751	57	*	X00635	2135	101337928	101360735	22808	-	959	upstream	959	EXTL2
chr1	101491272	101491560	289	*	X00636	51611	101455180	101491644	36465	-	0	inside	83	DPH5
chr1	107682778	107682798	21	*	X00638	22854	107682629	108024475	341847	+	0	inside	148	NTNG1
chr1	107682828	107682931	104	*	X00639	22854	107682629	108024475	341847	+	0	inside	198	NTNG1
chr1	108508524	108508622	99	*	X00640	10451	108113782	108507545	393764	-	978	upstream	978	VAV3
chr1	109102454	109102477	24	*	X00641	284611	109102971	109181949	78979	+	493	upstream	493	FAM102B
chr1	109235030	109235108	79	*	X00642	55119	109234932	109244422	9491	+	0	inside	97	PRPF38B
chr1	109289072	109289104	33	*	X00643	6814	109289285	109352148	62864	+	180	upstream	180	STXBP3
chr1	109289117	109289135	19	*	X00644	6814	109289285	109352148	62864	+	149	upstream	149	STXBP3
